sample_id,filename,dialect,duration_sec,start_time_ms,end_time_ms,start_time_str,end_time_str,source_url,split,mel_path
sample_0014,Lebanese_chunk_0014.wav,Lebanese,7.0,517330,527000,08:37,08:47,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0014.png
sample_0015,Lebanese_chunk_0015.wav,Lebanese,7.0,591670,598760,09:51,09:58,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0015.png
sample_0016,Lebanese_chunk_0016.wav,Lebanese,7.0,942040,953120,15:42,15:53,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0016.png
sample_0017,Lebanese_chunk_0017.wav,Lebanese,7.0,1283620,1290920,21:23,21:30,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0017.png
sample_0018,Lebanese_chunk_0018.wav,Lebanese,7.0,1190710,1198010,19:50,19:58,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0018.png
sample_0019,Lebanese_chunk_0019.wav,Lebanese,7.0,1129720,1142360,18:49,19:02,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0019.png
sample_0020,Lebanese_chunk_0020.wav,Lebanese,7.0,39430,50660,00:39,00:50,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0020.png
sample_0021,Lebanese_chunk_0021.wav,Lebanese,7.0,1182970,1192130,19:42,19:52,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0021.png
sample_0022,Lebanese_chunk_0022.wav,Lebanese,7.0,1031890,1045490,17:11,17:25,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0022.png
sample_0023,Lebanese_chunk_0023.wav,Lebanese,7.0,1299490,1312850,21:39,21:52,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0023.png
sample_0024,Lebanese_chunk_0024.wav,Lebanese,7.0,1425430,1440200,23:45,24:00,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0024.png
sample_0025,Lebanese_chunk_0025.wav,Lebanese,7.0,1288570,1300280,21:28,21:40,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0025.png
sample_0026,Lebanese_chunk_0026.wav,Lebanese,7.0,313540,322790,05:13,05:22,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0026.png
sample_0027,Lebanese_chunk_0027.wav,Lebanese,7.0,725080,733190,12:05,12:13,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0027.png
sample_0028,Lebanese_chunk_0028.wav,Lebanese,7.0,507250,514760,08:27,08:34,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0028.png
sample_0029,Lebanese_chunk_0029.wav,Lebanese,7.0,151780,162560,02:31,02:42,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0029.png
sample_0030,Lebanese_chunk_0030.wav,Lebanese,7.0,1078450,1089830,17:58,18:09,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0030.png
sample_0031,Lebanese_chunk_0031.wav,Lebanese,7.0,1171720,1179050,19:31,19:39,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0031.png
sample_0032,Lebanese_chunk_0032.wav,Lebanese,7.0,1669690,1677110,27:49,27:57,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0032.png
sample_0033,Lebanese_chunk_0033.wav,Lebanese,7.0,409660,423200,06:49,07:03,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0033.png
sample_0034,Lebanese_chunk_0034.wav,Lebanese,7.0,1589890,1597010,26:29,26:37,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0034.png
sample_0035,Lebanese_chunk_0035.wav,Lebanese,7.0,1432090,1439360,23:52,23:59,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0035.png
sample_0036,Lebanese_chunk_0036.wav,Lebanese,7.0,93160,101420,01:33,01:41,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0036.png
sample_0037,Lebanese_chunk_0037.wav,Lebanese,7.0,977980,985400,16:17,16:25,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0037.png
sample_0038,Lebanese_chunk_0038.wav,Lebanese,7.0,675700,683120,11:15,11:23,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0038.png
sample_0039,Lebanese_chunk_0039.wav,Lebanese,7.0,161650,168860,02:41,02:48,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0039.png
sample_0040,Lebanese_chunk_0040.wav,Lebanese,7.0,1221460,1231550,20:21,20:31,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0040.png
sample_0041,Lebanese_chunk_0041.wav,Lebanese,7.0,163120,170840,02:43,02:50,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0041.png
sample_0042,Lebanese_chunk_0042.wav,Lebanese,7.0,429190,443090,07:09,07:23,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0042.png
sample_0043,Lebanese_chunk_0043.wav,Lebanese,7.0,783910,793670,13:03,13:13,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0043.png
sample_0044,Lebanese_chunk_0044.wav,Lebanese,7.0,1577050,1592000,26:17,26:32,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0044.png
sample_0045,Lebanese_chunk_0045.wav,Lebanese,7.0,1687720,1695230,28:07,28:15,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0045.png
sample_0046,Lebanese_chunk_0046.wav,Lebanese,7.0,29860,37940,00:29,00:37,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0046.png
sample_0047,Lebanese_chunk_0047.wav,Lebanese,7.0,1334200,1345730,22:14,22:25,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0047.png
sample_0048,Lebanese_chunk_0048.wav,Lebanese,7.0,622360,632240,10:22,10:32,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0048.png
sample_0049,Lebanese_chunk_0049.wav,Lebanese,7.0,383620,392090,06:23,06:32,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0049.png
sample_0050,Lebanese_chunk_0050.wav,Lebanese,7.0,1654000,1667000,27:34,27:47,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0050.png
sample_0051,Lebanese_chunk_0051.wav,Lebanese,7.0,473050,482510,07:53,08:02,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0051.png
sample_0052,Lebanese_chunk_0052.wav,Lebanese,7.0,1349020,1363040,22:29,22:43,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0052.png
sample_0053,Lebanese_chunk_0053.wav,Lebanese,7.0,1123000,1130390,18:43,18:50,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0053.png
sample_0054,Lebanese_chunk_0054.wav,Lebanese,7.0,1052890,1060670,17:32,17:40,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0054.png
sample_0055,Lebanese_chunk_0055.wav,Lebanese,7.0,66460,76910,01:06,01:16,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0055.png
sample_0056,Lebanese_chunk_0056.wav,Lebanese,7.0,886390,894890,14:46,14:54,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0056.png
sample_0057,Lebanese_chunk_0057.wav,Lebanese,7.0,170980,179540,02:50,02:59,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0057.png
sample_0058,Lebanese_chunk_0058.wav,Lebanese,7.0,297040,307880,04:57,05:07,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0058.png
sample_0059,Lebanese_chunk_0059.wav,Lebanese,7.0,1748770,1760270,29:08,29:20,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0059.png
sample_0060,Lebanese_chunk_0060.wav,Lebanese,7.0,1250080,1259660,20:50,20:59,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0060.png
sample_0061,Lebanese_chunk_0061.wav,Lebanese,7.0,1497220,1506200,24:57,25:06,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0061.png
sample_0062,Lebanese_chunk_0062.wav,Lebanese,7.0,1760800,1769240,29:20,29:29,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0062.png
sample_0063,Lebanese_chunk_0063.wav,Lebanese,7.0,839440,847280,13:59,14:07,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0063.png
sample_0064,Lebanese_chunk_0064.wav,Lebanese,7.0,62860,71510,01:02,01:11,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0064.png
sample_0065,Lebanese_chunk_0065.wav,Lebanese,7.0,1317130,1335590,21:57,22:15,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0065.png
sample_0066,Lebanese_chunk_0066.wav,Lebanese,7.0,1131100,1148750,18:51,19:08,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0066.png
sample_0067,Lebanese_chunk_0067.wav,Lebanese,7.0,985960,994970,16:25,16:34,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0067.png
sample_0068,Lebanese_chunk_0068.wav,Lebanese,7.0,763930,772520,12:43,12:52,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0068.png
sample_0069,Lebanese_chunk_0069.wav,Lebanese,7.0,45430,54890,00:45,00:54,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0069.png
sample_0070,Lebanese_chunk_0070.wav,Lebanese,7.0,648850,656480,10:48,10:56,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0070.png
sample_0071,Lebanese_chunk_0071.wav,Lebanese,7.0,1373980,1381880,22:53,23:01,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0071.png
sample_0072,Lebanese_chunk_0072.wav,Lebanese,7.0,717490,725450,11:57,12:05,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0072.png
sample_0073,Lebanese_chunk_0073.wav,Lebanese,7.0,144250,152420,02:24,02:32,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0073.png
sample_0074,Lebanese_chunk_0074.wav,Lebanese,7.0,1380070,1388660,23:00,23:08,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0074.png
sample_0075,Lebanese_chunk_0075.wav,Lebanese,7.0,903850,912080,15:03,15:12,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0075.png
sample_0076,Lebanese_chunk_0076.wav,Lebanese,7.0,1564600,1572230,26:04,26:12,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0076.png
sample_0077,Lebanese_chunk_0077.wav,Lebanese,7.0,1548460,1557680,25:48,25:57,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0077.png
sample_0078,Lebanese_chunk_0078.wav,Lebanese,7.0,556300,563450,09:16,09:23,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0078.png
sample_0079,Lebanese_chunk_0079.wav,Lebanese,7.0,859750,869840,14:19,14:29,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0079.png
sample_0080,Lebanese_chunk_0080.wav,Lebanese,7.0,1069480,1079060,17:49,17:59,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0080.png
sample_0081,Lebanese_chunk_0081.wav,Lebanese,7.0,1205320,1213820,20:05,20:13,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0081.png
sample_0082,Lebanese_chunk_0082.wav,Lebanese,7.0,607960,615560,10:07,10:15,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0082.png
sample_0083,Lebanese_chunk_0083.wav,Lebanese,7.0,955270,962480,15:55,16:02,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0083.png
sample_0084,Lebanese_chunk_0084.wav,Lebanese,7.0,1051510,1058600,17:31,17:38,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0084.png
sample_0085,Lebanese_chunk_0085.wav,Lebanese,7.0,896320,904790,14:56,15:04,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0085.png
sample_0086,Lebanese_chunk_0086.wav,Lebanese,7.0,461980,472940,07:41,07:52,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0086.png
sample_0087,Lebanese_chunk_0087.wav,Lebanese,7.0,1417030,1424690,23:37,23:44,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0087.png
sample_0088,Lebanese_chunk_0088.wav,Lebanese,7.0,1603480,1615550,26:43,26:55,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0088.png
sample_0089,Lebanese_chunk_0089.wav,Lebanese,7.0,235870,245570,03:55,04:05,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0089.png
sample_0090,Lebanese_chunk_0090.wav,Lebanese,7.0,1421680,1429820,23:41,23:49,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0090.png
sample_0091,Lebanese_chunk_0091.wav,Lebanese,7.0,1018210,1031329,16:58,17:11,multiple,test,./Dataset/Lebanese/test/mel/Lebanese_chunk_0091.png
sample_0092,Lebanese_chunk_0092.wav,Lebanese,7.0,1335520,1344110,22:15,22:24,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0092.png
sample_0093,Lebanese_chunk_0093.wav,Lebanese,7.0,574510,581930,09:34,09:41,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0093.png
sample_0094,Lebanese_chunk_0094.wav,Lebanese,7.0,1392850,1399880,23:12,23:19,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0094.png
sample_0095,Lebanese_chunk_0095.wav,Lebanese,7.0,474370,482660,07:54,08:02,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0095.png
sample_0096,Lebanese_chunk_0096.wav,Lebanese,7.0,1091770,1098920,18:11,18:18,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0096.png
sample_0097,Lebanese_chunk_0097.wav,Lebanese,7.0,1549540,1558460,25:49,25:58,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0097.png
sample_0098,Lebanese_chunk_0098.wav,Lebanese,7.0,1505800,1513340,25:05,25:13,multiple,val,./Dataset/Lebanese/val/mel/Lebanese_chunk_0098.png
sample_0099,Lebanese_chunk_0099.wav,Lebanese,7.0,262810,271040,04:22,04:31,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0099.png
sample_0100,Lebanese_chunk_0100.wav,Lebanese,7.0,1404700,1413920,23:24,23:33,multiple,train,./Dataset/Lebanese/train/mel/Lebanese_chunk_0100.png
