sample_id,filename,dialect,duration_sec,start_time_ms,end_time_ms,start_time_str,end_time_str,source_url,split,mel_path
sample_0056,Syrian_chunk_0056.wav,Syrian,7.0,1450570,1462610,24:10,24:22,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0056.png
sample_0057,Syrian_chunk_0057.wav,Syrian,7.0,820180,832280,13:40,13:52,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0057.png
sample_0058,Syrian_chunk_0058.wav,Syrian,7.0,137170,147740,02:17,02:27,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0058.png
sample_0059,Syrian_chunk_0059.wav,Syrian,7.0,626950,635150,10:26,10:35,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0059.png
sample_0060,Syrian_chunk_0060.wav,Syrian,7.0,411550,421310,06:51,07:01,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0060.png
sample_0061,Syrian_chunk_0061.wav,Syrian,7.0,301090,310550,05:01,05:10,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0061.png
sample_0062,Syrian_chunk_0062.wav,Syrian,7.0,991960,1001870,16:31,16:41,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0062.png
sample_0063,Syrian_chunk_0063.wav,Syrian,7.0,215950,231230,03:35,03:51,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0063.png
sample_0064,Syrian_chunk_0064.wav,Syrian,7.0,1440730,1448930,24:00,24:08,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0064.png
sample_0065,Syrian_chunk_0065.wav,Syrian,7.0,1185430,1193240,19:45,19:53,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0065.png
sample_0066,Syrian_chunk_0066.wav,Syrian,7.0,1460920,1469870,24:20,24:29,multiple,val,./Dataset/Syrian/val/mel/Syrian_chunk_0066.png
sample_0067,Syrian_chunk_0067.wav,Syrian,7.0,527260,536000,08:47,08:56,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0067.png
sample_0068,Syrian_chunk_0068.wav,Syrian,7.0,648730,661580,10:48,11:01,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0068.png
sample_0069,Syrian_chunk_0069.wav,Syrian,7.0,514840,528020,08:34,08:48,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0069.png
sample_0070,Syrian_chunk_0070.wav,Syrian,7.0,332470,343130,05:32,05:43,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0070.png
sample_0071,Syrian_chunk_0071.wav,Syrian,7.0,1167340,1178360,19:27,19:38,multiple,test,./Dataset/Syrian/test/mel/Syrian_chunk_0071.png
sample_0072,Syrian_chunk_0072.wav,Syrian,7.0,490000,499010,08:10,08:19,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0072.png
sample_0073,Syrian_chunk_0073.wav,Syrian,7.0,1053820,1066280,17:33,17:46,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0073.png
sample_0074,Syrian_chunk_0074.wav,Syrian,7.0,1728160,1742180,28:48,29:02,multiple,test,./Dataset/Syrian/test/mel/Syrian_chunk_0074.png
sample_0075,Syrian_chunk_0075.wav,Syrian,7.0,1094590,1103210,18:14,18:23,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0075.png
sample_0076,Syrian_chunk_0076.wav,Syrian,7.0,1284760,1292720,21:24,21:32,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0076.png
sample_0077,Syrian_chunk_0077.wav,Syrian,7.0,1019590,1028210,16:59,17:08,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0077.png
sample_0078,Syrian_chunk_0078.wav,Syrian,7.0,1484500,1493240,24:44,24:53,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0078.png
sample_0079,Syrian_chunk_0079.wav,Syrian,7.0,333100,340520,05:33,05:40,multiple,val,./Dataset/Syrian/val/mel/Syrian_chunk_0079.png
sample_0080,Syrian_chunk_0080.wav,Syrian,7.0,194230,201770,03:14,03:21,multiple,val,./Dataset/Syrian/val/mel/Syrian_chunk_0080.png
sample_0081,Syrian_chunk_0081.wav,Syrian,7.0,1520650,1530770,25:20,25:30,multiple,test,./Dataset/Syrian/test/mel/Syrian_chunk_0081.png
sample_0082,Syrian_chunk_0082.wav,Syrian,7.0,704350,713270,11:44,11:53,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0082.png
sample_0083,Syrian_chunk_0083.wav,Syrian,7.0,794470,805940,13:14,13:25,multiple,val,./Dataset/Syrian/val/mel/Syrian_chunk_0083.png
sample_0084,Syrian_chunk_0084.wav,Syrian,7.0,943090,951440,15:43,15:51,multiple,test,./Dataset/Syrian/test/mel/Syrian_chunk_0084.png
sample_0085,Syrian_chunk_0085.wav,Syrian,7.0,934240,944210,15:34,15:44,multiple,val,./Dataset/Syrian/val/mel/Syrian_chunk_0085.png
sample_0086,Syrian_chunk_0086.wav,Syrian,7.0,719140,727610,11:59,12:07,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0086.png
sample_0087,Syrian_chunk_0087.wav,Syrian,7.0,1266730,1277540,21:06,21:17,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0087.png
sample_0088,Syrian_chunk_0088.wav,Syrian,7.0,1704760,1711850,28:24,28:31,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0088.png
sample_0089,Syrian_chunk_0089.wav,Syrian,7.0,1397230,1406240,23:17,23:26,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0089.png
sample_0090,Syrian_chunk_0090.wav,Syrian,7.0,669550,678140,11:09,11:18,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0090.png
sample_0091,Syrian_chunk_0091.wav,Syrian,7.0,708820,715910,11:48,11:55,multiple,test,./Dataset/Syrian/test/mel/Syrian_chunk_0091.png
sample_0092,Syrian_chunk_0092.wav,Syrian,7.0,316960,327770,05:16,05:27,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0092.png
sample_0093,Syrian_chunk_0093.wav,Syrian,7.0,133990,144860,02:13,02:24,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0093.png
sample_0094,Syrian_chunk_0094.wav,Syrian,7.0,1690720,1702970,28:10,28:22,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0094.png
sample_0095,Syrian_chunk_0095.wav,Syrian,7.0,688330,699200,11:28,11:39,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0095.png
sample_0096,Syrian_chunk_0096.wav,Syrian,7.0,276400,288920,04:36,04:48,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0096.png
sample_0097,Syrian_chunk_0097.wav,Syrian,7.0,1624750,1635890,27:04,27:15,multiple,val,./Dataset/Syrian/val/mel/Syrian_chunk_0097.png
sample_0098,Syrian_chunk_0098.wav,Syrian,7.0,654160,661730,10:54,11:01,multiple,val,./Dataset/Syrian/val/mel/Syrian_chunk_0098.png
sample_0099,Syrian_chunk_0099.wav,Syrian,7.0,1100260,1107800,18:20,18:27,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0099.png
sample_0100,Syrian_chunk_0100.wav,Syrian,7.0,761170,770060,12:41,12:50,multiple,train,./Dataset/Syrian/train/mel/Syrian_chunk_0100.png
