sample_id,filename,dialect,duration_sec,start_time_ms,end_time_ms,start_time_str,end_time_str,source_url,split,mel_path
sample_0025,Emirati_chunk_0025.wav,Emirati,7.0,228640,238670,03:48,03:58,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0025.png
sample_0026,Emirati_chunk_0026.wav,Emirati,7.0,1621090,1629020,27:01,27:09,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0026.png
sample_0027,Emirati_chunk_0027.wav,Emirati,7.0,1447750,1469540,24:07,24:29,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0027.png
sample_0028,Emirati_chunk_0028.wav,Emirati,7.0,1654720,1661960,27:34,27:41,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0028.png
sample_0029,Emirati_chunk_0029.wav,Emirati,7.0,116590,124100,01:56,02:04,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0029.png
sample_0030,Emirati_chunk_0030.wav,Emirati,7.0,59950,69860,00:59,01:09,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0030.png
sample_0031,Emirati_chunk_0031.wav,Emirati,7.0,1693480,1702250,28:13,28:22,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0031.png
sample_0032,Emirati_chunk_0032.wav,Emirati,7.0,722050,731390,12:02,12:11,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0032.png
sample_0033,Emirati_chunk_0033.wav,Emirati,7.0,1685230,1692890,28:05,28:12,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0033.png
sample_0034,Emirati_chunk_0034.wav,Emirati,7.0,1625710,1635230,27:05,27:15,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0034.png
sample_0035,Emirati_chunk_0035.wav,Emirati,7.0,1421410,1431050,23:41,23:51,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0035.png
sample_0036,Emirati_chunk_0036.wav,Emirati,7.0,1233760,1253510,20:33,20:53,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0036.png
sample_0037,Emirati_chunk_0037.wav,Emirati,7.0,164950,178190,02:44,02:58,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0037.png
sample_0038,Emirati_chunk_0038.wav,Emirati,7.0,1149460,1158890,19:09,19:18,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0038.png
sample_0039,Emirati_chunk_0039.wav,Emirati,7.0,634810,643730,10:34,10:43,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0039.png
sample_0040,Emirati_chunk_0040.wav,Emirati,7.0,926710,938300,15:26,15:38,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0040.png
sample_0041,Emirati_chunk_0041.wav,Emirati,7.0,1379590,1388270,22:59,23:08,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0041.png
sample_0042,Emirati_chunk_0042.wav,Emirati,7.0,1173490,1182530,19:33,19:42,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0042.png
sample_0043,Emirati_chunk_0043.wav,Emirati,7.0,1110880,1119380,18:30,18:39,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0043.png
sample_0044,Emirati_chunk_0044.wav,Emirati,7.0,39640,50990,00:39,00:50,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0044.png
sample_0045,Emirati_chunk_0045.wav,Emirati,7.0,1539250,1548380,25:39,25:48,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0045.png
sample_0046,Emirati_chunk_0046.wav,Emirati,7.0,967000,977540,16:07,16:17,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0046.png
sample_0047,Emirati_chunk_0047.wav,Emirati,7.0,356920,364400,05:56,06:04,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0047.png
sample_0048,Emirati_chunk_0048.wav,Emirati,7.0,424930,434150,07:04,07:14,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0048.png
sample_0049,Emirati_chunk_0049.wav,Emirati,7.0,1473220,1481930,24:33,24:41,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0049.png
sample_0050,Emirati_chunk_0050.wav,Emirati,7.0,123610,132110,02:03,02:12,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0050.png
sample_0051,Emirati_chunk_0051.wav,Emirati,7.0,1568050,1578920,26:08,26:18,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0051.png
sample_0052,Emirati_chunk_0052.wav,Emirati,7.0,243760,254150,04:03,04:14,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0052.png
sample_0053,Emirati_chunk_0053.wav,Emirati,7.0,1001620,1010180,16:41,16:50,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0053.png
sample_0054,Emirati_chunk_0054.wav,Emirati,7.0,1548610,1558460,25:48,25:58,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0054.png
sample_0055,Emirati_chunk_0055.wav,Emirati,7.0,15160,23450,00:15,00:23,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0055.png
sample_0056,Emirati_chunk_0056.wav,Emirati,7.0,1436890,1444610,23:56,24:04,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0056.png
sample_0057,Emirati_chunk_0057.wav,Emirati,7.0,581890,590930,09:41,09:50,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0057.png
sample_0058,Emirati_chunk_0058.wav,Emirati,7.0,1481980,1491620,24:41,24:51,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0058.png
sample_0059,Emirati_chunk_0059.wav,Emirati,7.0,1659460,1669400,27:39,27:49,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0059.png
sample_0060,Emirati_chunk_0060.wav,Emirati,7.0,8740,17480,00:08,00:17,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0060.png
sample_0061,Emirati_chunk_0061.wav,Emirati,7.0,707770,716390,11:47,11:56,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0061.png
sample_0062,Emirati_chunk_0062.wav,Emirati,7.0,1707730,1715180,28:27,28:35,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0062.png
sample_0063,Emirati_chunk_0063.wav,Emirati,7.0,374350,383000,06:14,06:23,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0063.png
sample_0064,Emirati_chunk_0064.wav,Emirati,7.0,1114000,1121990,18:34,18:41,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0064.png
sample_0065,Emirati_chunk_0065.wav,Emirati,7.0,1389310,1397210,23:09,23:17,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0065.png
sample_0066,Emirati_chunk_0066.wav,Emirati,7.0,978550,986000,16:18,16:26,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0066.png
sample_0067,Emirati_chunk_0067.wav,Emirati,7.0,1087900,1096250,18:07,18:16,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0067.png
sample_0068,Emirati_chunk_0068.wav,Emirati,7.0,1361110,1369790,22:41,22:49,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0068.png
sample_0069,Emirati_chunk_0069.wav,Emirati,7.0,560290,574760,09:20,09:34,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0069.png
sample_0070,Emirati_chunk_0070.wav,Emirati,7.0,227560,239720,03:47,03:59,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0070.png
sample_0071,Emirati_chunk_0071.wav,Emirati,7.0,607000,615320,10:07,10:15,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0071.png
sample_0072,Emirati_chunk_0072.wav,Emirati,7.0,1010890,1020950,16:50,17:00,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0072.png
sample_0073,Emirati_chunk_0073.wav,Emirati,7.0,1539490,1546730,25:39,25:46,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0073.png
sample_0074,Emirati_chunk_0074.wav,Emirati,7.0,11710,25190,00:11,00:25,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0074.png
sample_0075,Emirati_chunk_0075.wav,Emirati,7.0,387250,395240,06:27,06:35,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0075.png
sample_0076,Emirati_chunk_0076.wav,Emirati,7.0,735040,742670,12:15,12:22,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0076.png
sample_0077,Emirati_chunk_0077.wav,Emirati,7.0,1523170,1535510,25:23,25:35,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0077.png
sample_0078,Emirati_chunk_0078.wav,Emirati,7.0,84760,92630,01:24,01:32,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0078.png
sample_0079,Emirati_chunk_0079.wav,Emirati,7.0,168250,177200,02:48,02:57,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0079.png
sample_0080,Emirati_chunk_0080.wav,Emirati,7.0,897550,906740,14:57,15:06,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0080.png
sample_0081,Emirati_chunk_0081.wav,Emirati,7.0,872890,883730,14:32,14:43,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0081.png
sample_0082,Emirati_chunk_0082.wav,Emirati,7.0,1511740,1521410,25:11,25:21,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0082.png
sample_0083,Emirati_chunk_0083.wav,Emirati,7.0,284830,294680,04:44,04:54,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0083.png
sample_0084,Emirati_chunk_0084.wav,Emirati,7.0,1786540,1795970,29:46,29:55,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0084.png
sample_0085,Emirati_chunk_0085.wav,Emirati,7.0,181120,191360,03:01,03:11,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0085.png
sample_0086,Emirati_chunk_0086.wav,Emirati,7.0,1142470,1153910,19:02,19:13,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0086.png
sample_0087,Emirati_chunk_0087.wav,Emirati,7.0,1698250,1705820,28:18,28:25,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0087.png
sample_0088,Emirati_chunk_0088.wav,Emirati,7.0,1434040,1444850,23:54,24:04,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0088.png
sample_0089,Emirati_chunk_0089.wav,Emirati,7.0,946030,956000,15:46,15:56,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0089.png
sample_0090,Emirati_chunk_0090.wav,Emirati,7.0,494230,561140,08:14,09:21,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0090.png
sample_0091,Emirati_chunk_0091.wav,Emirati,7.0,1333480,1341890,22:13,22:21,multiple,test,./Dataset/Emirati/test/mel/Emirati_chunk_0091.png
sample_0092,Emirati_chunk_0092.wav,Emirati,7.0,1037950,1046540,17:17,17:26,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0092.png
sample_0093,Emirati_chunk_0093.wav,Emirati,7.0,136960,145700,02:16,02:25,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0093.png
sample_0094,Emirati_chunk_0094.wav,Emirati,7.0,1096780,1104770,18:16,18:24,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0094.png
sample_0095,Emirati_chunk_0095.wav,Emirati,7.0,921790,933920,15:21,15:33,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0095.png
sample_0096,Emirati_chunk_0096.wav,Emirati,7.0,462580,470570,07:42,07:50,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0096.png
sample_0097,Emirati_chunk_0097.wav,Emirati,7.0,1610560,1618490,26:50,26:58,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0097.png
sample_0098,Emirati_chunk_0098.wav,Emirati,7.0,532540,540350,08:52,09:00,multiple,val,./Dataset/Emirati/val/mel/Emirati_chunk_0098.png
sample_0099,Emirati_chunk_0099.wav,Emirati,7.0,357220,367760,05:57,06:07,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0099.png
sample_0100,Emirati_chunk_0100.wav,Emirati,7.0,720730,728420,12:00,12:08,multiple,train,./Dataset/Emirati/train/mel/Emirati_chunk_0100.png
