sample_id,filename,dialect,duration_sec,start_time_ms,end_time_ms,start_time_str,end_time_str,source_url,split,mel_path
sample_0026,Palestinian_chunk_0026.wav,Palestinian,7.0,309580,319100,05:09,05:19,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0026.png
sample_0027,Palestinian_chunk_0027.wav,Palestinian,7.0,1265530,1272770,21:05,21:12,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0027.png
sample_0028,Palestinian_chunk_0028.wav,Palestinian,7.0,1221880,1229330,20:21,20:29,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0028.png
sample_0029,Palestinian_chunk_0029.wav,Palestinian,7.0,237910,246980,03:57,04:06,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0029.png
sample_0030,Palestinian_chunk_0030.wav,Palestinian,7.0,795880,804530,13:15,13:24,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0030.png
sample_0031,Palestinian_chunk_0031.wav,Palestinian,7.0,1764730,1771790,29:24,29:31,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0031.png
sample_0032,Palestinian_chunk_0032.wav,Palestinian,7.0,749050,756650,12:29,12:36,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0032.png
sample_0033,Palestinian_chunk_0033.wav,Palestinian,7.0,542200,550250,09:02,09:10,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0033.png
sample_0034,Palestinian_chunk_0034.wav,Palestinian,7.0,553930,566570,09:13,09:26,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0034.png
sample_0035,Palestinian_chunk_0035.wav,Palestinian,7.0,363850,372110,06:03,06:12,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0035.png
sample_0036,Palestinian_chunk_0036.wav,Palestinian,7.0,1435240,1444250,23:55,24:04,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0036.png
sample_0037,Palestinian_chunk_0037.wav,Palestinian,7.0,525730,534320,08:45,08:54,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0037.png
sample_0038,Palestinian_chunk_0038.wav,Palestinian,7.0,1427650,1436210,23:47,23:56,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0038.png
sample_0039,Palestinian_chunk_0039.wav,Palestinian,7.0,1508530,1518380,25:08,25:18,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0039.png
sample_0040,Palestinian_chunk_0040.wav,Palestinian,7.0,973240,981620,16:13,16:21,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0040.png
sample_0041,Palestinian_chunk_0041.wav,Palestinian,7.0,858280,865550,14:18,14:25,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0041.png
sample_0042,Palestinian_chunk_0042.wav,Palestinian,7.0,818590,827510,13:38,13:47,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0042.png
sample_0043,Palestinian_chunk_0043.wav,Palestinian,7.0,1052860,1060910,17:32,17:40,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0043.png
sample_0044,Palestinian_chunk_0044.wav,Palestinian,7.0,691930,702680,11:31,11:42,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0044.png
sample_0045,Palestinian_chunk_0045.wav,Palestinian,7.0,1636120,1647860,27:16,27:27,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0045.png
sample_0046,Palestinian_chunk_0046.wav,Palestinian,7.0,1192960,1200920,19:52,20:00,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0046.png
sample_0047,Palestinian_chunk_0047.wav,Palestinian,7.0,1111480,1122230,18:31,18:42,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0047.png
sample_0048,Palestinian_chunk_0048.wav,Palestinian,7.0,1025140,1032410,17:05,17:12,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0048.png
sample_0049,Palestinian_chunk_0049.wav,Palestinian,7.0,935470,944240,15:35,15:44,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0049.png
sample_0050,Palestinian_chunk_0050.wav,Palestinian,7.0,841450,852890,14:01,14:12,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0050.png
sample_0051,Palestinian_chunk_0051.wav,Palestinian,7.0,1202770,1211570,20:02,20:11,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0051.png
sample_0052,Palestinian_chunk_0052.wav,Palestinian,7.0,1561060,1570040,26:01,26:10,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0052.png
sample_0053,Palestinian_chunk_0053.wav,Palestinian,7.0,1330930,1339850,22:10,22:19,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0053.png
sample_0054,Palestinian_chunk_0054.wav,Palestinian,7.0,1732360,1741460,28:52,29:01,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0054.png
sample_0055,Palestinian_chunk_0055.wav,Palestinian,7.0,583810,591200,09:43,09:51,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0055.png
sample_0056,Palestinian_chunk_0056.wav,Palestinian,7.0,959200,967640,15:59,16:07,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0056.png
sample_0057,Palestinian_chunk_0057.wav,Palestinian,7.0,1498210,1506950,24:58,25:06,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0057.png
sample_0058,Palestinian_chunk_0058.wav,Palestinian,7.0,230380,238400,03:50,03:58,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0058.png
sample_0059,Palestinian_chunk_0059.wav,Palestinian,7.0,1761520,1770830,29:21,29:30,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0059.png
sample_0060,Palestinian_chunk_0060.wav,Palestinian,7.0,1705120,1713200,28:25,28:33,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0060.png
sample_0061,Palestinian_chunk_0061.wav,Palestinian,7.0,1665580,1678490,27:45,27:58,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0061.png
sample_0062,Palestinian_chunk_0062.wav,Palestinian,7.0,1311130,1318160,21:51,21:58,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0062.png
sample_0063,Palestinian_chunk_0063.wav,Palestinian,7.0,1295440,1303100,21:35,21:43,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0063.png
sample_0064,Palestinian_chunk_0064.wav,Palestinian,7.0,1033750,1042490,17:13,17:22,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0064.png
sample_0065,Palestinian_chunk_0065.wav,Palestinian,7.0,724390,731840,12:04,12:11,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0065.png
sample_0066,Palestinian_chunk_0066.wav,Palestinian,7.0,1582600,1591640,26:22,26:31,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0066.png
sample_0067,Palestinian_chunk_0067.wav,Palestinian,7.0,1471540,1481300,24:31,24:41,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0067.png
sample_0068,Palestinian_chunk_0068.wav,Palestinian,7.0,721360,733430,12:01,12:13,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0068.png
sample_0069,Palestinian_chunk_0069.wav,Palestinian,7.0,719620,729680,11:59,12:09,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0069.png
sample_0070,Palestinian_chunk_0070.wav,Palestinian,7.0,818260,828380,13:38,13:48,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0070.png
sample_0071,Palestinian_chunk_0071.wav,Palestinian,7.0,1773100,1783130,29:33,29:43,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0071.png
sample_0072,Palestinian_chunk_0072.wav,Palestinian,7.0,1530670,1540340,25:30,25:40,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0072.png
sample_0073,Palestinian_chunk_0073.wav,Palestinian,7.0,1097470,1105190,18:17,18:25,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0073.png
sample_0074,Palestinian_chunk_0074.wav,Palestinian,7.0,1016920,1025150,16:56,17:05,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0074.png
sample_0075,Palestinian_chunk_0075.wav,Palestinian,7.0,952750,960140,15:52,16:00,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0075.png
sample_0076,Palestinian_chunk_0076.wav,Palestinian,7.0,344140,397010,05:44,06:37,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0076.png
sample_0077,Palestinian_chunk_0077.wav,Palestinian,7.0,749680,758480,12:29,12:38,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0077.png
sample_0078,Palestinian_chunk_0078.wav,Palestinian,7.0,525250,532640,08:45,08:52,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0078.png
sample_0079,Palestinian_chunk_0079.wav,Palestinian,7.0,1458790,1467680,24:18,24:27,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0079.png
sample_0080,Palestinian_chunk_0080.wav,Palestinian,7.0,1751020,1759820,29:11,29:19,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0080.png
sample_0081,Palestinian_chunk_0081.wav,Palestinian,7.0,401080,413090,06:41,06:53,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0081.png
sample_0082,Palestinian_chunk_0082.wav,Palestinian,7.0,65050,72260,01:05,01:12,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0082.png
sample_0083,Palestinian_chunk_0083.wav,Palestinian,7.0,487090,497960,08:07,08:17,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0083.png
sample_0084,Palestinian_chunk_0084.wav,Palestinian,7.0,257680,267260,04:17,04:27,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0084.png
sample_0085,Palestinian_chunk_0085.wav,Palestinian,7.0,1059460,1067210,17:39,17:47,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0085.png
sample_0086,Palestinian_chunk_0086.wav,Palestinian,7.0,1706680,1714640,28:26,28:34,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0086.png
sample_0087,Palestinian_chunk_0087.wav,Palestinian,7.0,563320,573620,09:23,09:33,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0087.png
sample_0088,Palestinian_chunk_0088.wav,Palestinian,7.0,1695970,1704080,28:15,28:24,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0088.png
sample_0089,Palestinian_chunk_0089.wav,Palestinian,7.0,1067470,1081670,17:47,18:01,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0089.png
sample_0090,Palestinian_chunk_0090.wav,Palestinian,7.0,410680,428870,06:50,07:08,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0090.png
sample_0091,Palestinian_chunk_0091.wav,Palestinian,7.0,697870,707930,11:37,11:47,multiple,test,./Dataset/Palestinian/test/mel/Palestinian_chunk_0091.png
sample_0092,Palestinian_chunk_0092.wav,Palestinian,7.0,1678060,1687520,27:58,28:07,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0092.png
sample_0093,Palestinian_chunk_0093.wav,Palestinian,7.0,18490,27200,00:18,00:27,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0093.png
sample_0094,Palestinian_chunk_0094.wav,Palestinian,7.0,88210,110030,01:28,01:50,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0094.png
sample_0095,Palestinian_chunk_0095.wav,Palestinian,7.0,254410,262100,04:14,04:22,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0095.png
sample_0096,Palestinian_chunk_0096.wav,Palestinian,7.0,1055140,1063790,17:35,17:43,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0096.png
sample_0097,Palestinian_chunk_0097.wav,Palestinian,7.0,376960,387500,06:16,06:27,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0097.png
sample_0098,Palestinian_chunk_0098.wav,Palestinian,7.0,1601410,1609100,26:41,26:49,multiple,val,./Dataset/Palestinian/val/mel/Palestinian_chunk_0098.png
sample_0099,Palestinian_chunk_0099.wav,Palestinian,7.0,652120,667550,10:52,11:07,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0099.png
sample_0100,Palestinian_chunk_0100.wav,Palestinian,7.0,542470,552920,09:02,09:12,multiple,train,./Dataset/Palestinian/train/mel/Palestinian_chunk_0100.png
