sample_id,filename,dialect,duration_sec,start_time_ms,end_time_ms,start_time_str,end_time_str,source_url,split,mel_path
sample_0017,Saudi_chunk_0017.wav,Saudi,7.0,702340,711440,11:42,11:51,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0017.png
sample_0018,Saudi_chunk_0018.wav,Saudi,7.0,1373530,1384460,22:53,23:04,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0018.png
sample_0019,Saudi_chunk_0019.wav,Saudi,7.0,1290010,1301240,21:30,21:41,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0019.png
sample_0020,Saudi_chunk_0020.wav,Saudi,7.0,268960,282950,04:28,04:42,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0020.png
sample_0021,Saudi_chunk_0021.wav,Saudi,7.0,1350040,1361720,22:30,22:41,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0021.png
sample_0022,Saudi_chunk_0022.wav,Saudi,7.0,32229,40340,00:32,00:40,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0022.png
sample_0023,Saudi_chunk_0023.wav,Saudi,7.0,1291060,1299110,21:31,21:39,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0023.png
sample_0024,Saudi_chunk_0024.wav,Saudi,7.0,731020,744050,12:11,12:24,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0024.png
sample_0025,Saudi_chunk_0025.wav,Saudi,7.0,703300,711410,11:43,11:51,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0025.png
sample_0026,Saudi_chunk_0026.wav,Saudi,7.0,839140,847280,13:59,14:07,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0026.png
sample_0027,Saudi_chunk_0027.wav,Saudi,7.0,1116340,1124840,18:36,18:44,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0027.png
sample_0028,Saudi_chunk_0028.wav,Saudi,7.0,1691320,1699220,28:11,28:19,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0028.png
sample_0029,Saudi_chunk_0029.wav,Saudi,7.0,1077700,1085870,17:57,18:05,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0029.png
sample_0030,Saudi_chunk_0030.wav,Saudi,7.0,471790,479960,07:51,07:59,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0030.png
sample_0031,Saudi_chunk_0031.wav,Saudi,7.0,744670,756110,12:24,12:36,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0031.png
sample_0032,Saudi_chunk_0032.wav,Saudi,7.0,1429180,1436510,23:49,23:56,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0032.png
sample_0033,Saudi_chunk_0033.wav,Saudi,7.0,1410700,1419410,23:30,23:39,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0033.png
sample_0034,Saudi_chunk_0034.wav,Saudi,7.0,1076950,1085060,17:56,18:05,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0034.png
sample_0035,Saudi_chunk_0035.wav,Saudi,7.0,894490,903170,14:54,15:03,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0035.png
sample_0036,Saudi_chunk_0036.wav,Saudi,7.0,1133230,1140980,18:53,19:00,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0036.png
sample_0037,Saudi_chunk_0037.wav,Saudi,7.0,690640,698960,11:30,11:38,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0037.png
sample_0038,Saudi_chunk_0038.wav,Saudi,7.0,780640,790250,13:00,13:10,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0038.png
sample_0039,Saudi_chunk_0039.wav,Saudi,7.0,1470610,1478120,24:30,24:38,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0039.png
sample_0040,Saudi_chunk_0040.wav,Saudi,7.0,845650,853790,14:05,14:13,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0040.png
sample_0041,Saudi_chunk_0041.wav,Saudi,7.0,1236520,1244150,20:36,20:44,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0041.png
sample_0042,Saudi_chunk_0042.wav,Saudi,7.0,1230340,1238060,20:30,20:38,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0042.png
sample_0043,Saudi_chunk_0043.wav,Saudi,7.0,1555270,1562630,25:55,26:02,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0043.png
sample_0044,Saudi_chunk_0044.wav,Saudi,7.0,1584430,1591610,26:24,26:31,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0044.png
sample_0045,Saudi_chunk_0045.wav,Saudi,7.0,749500,769670,12:29,12:49,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0045.png
sample_0046,Saudi_chunk_0046.wav,Saudi,7.0,969700,979340,16:09,16:19,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0046.png
sample_0047,Saudi_chunk_0047.wav,Saudi,7.0,168040,181940,02:48,03:01,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0047.png
sample_0048,Saudi_chunk_0048.wav,Saudi,7.0,1318660,1331720,21:58,22:11,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0048.png
sample_0049,Saudi_chunk_0049.wav,Saudi,7.0,958570,966500,15:58,16:06,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0049.png
sample_0050,Saudi_chunk_0050.wav,Saudi,7.0,881770,892490,14:41,14:52,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0050.png
sample_0051,Saudi_chunk_0051.wav,Saudi,7.0,826360,833750,13:46,13:53,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0051.png
sample_0052,Saudi_chunk_0052.wav,Saudi,7.0,1107460,1125380,18:27,18:45,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0052.png
sample_0053,Saudi_chunk_0053.wav,Saudi,7.0,1522330,1533380,25:22,25:33,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0053.png
sample_0054,Saudi_chunk_0054.wav,Saudi,7.0,53740,61250,00:53,01:01,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0054.png
sample_0055,Saudi_chunk_0055.wav,Saudi,7.0,122500,136130,02:02,02:16,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0055.png
sample_0056,Saudi_chunk_0056.wav,Saudi,7.0,1491400,1499720,24:51,24:59,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0056.png
sample_0057,Saudi_chunk_0057.wav,Saudi,7.0,84640,94070,01:24,01:34,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0057.png
sample_0058,Saudi_chunk_0058.wav,Saudi,7.0,1728700,1736480,28:48,28:56,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0058.png
sample_0059,Saudi_chunk_0059.wav,Saudi,7.0,921670,930290,15:21,15:30,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0059.png
sample_0060,Saudi_chunk_0060.wav,Saudi,7.0,965890,977480,16:05,16:17,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0060.png
sample_0061,Saudi_chunk_0061.wav,Saudi,7.0,936130,943640,15:36,15:43,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0061.png
sample_0062,Saudi_chunk_0062.wav,Saudi,7.0,756580,763760,12:36,12:43,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0062.png
sample_0063,Saudi_chunk_0063.wav,Saudi,7.0,397090,406460,06:37,06:46,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0063.png
sample_0064,Saudi_chunk_0064.wav,Saudi,7.0,182170,197330,03:02,03:17,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0064.png
sample_0065,Saudi_chunk_0065.wav,Saudi,7.0,1764640,1772240,29:24,29:32,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0065.png
sample_0066,Saudi_chunk_0066.wav,Saudi,7.0,1135600,1146980,18:55,19:06,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0066.png
sample_0067,Saudi_chunk_0067.wav,Saudi,7.0,575980,583550,09:35,09:43,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0067.png
sample_0068,Saudi_chunk_0068.wav,Saudi,7.0,982510,996890,16:22,16:36,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0068.png
sample_0069,Saudi_chunk_0069.wav,Saudi,7.0,527530,536540,08:47,08:56,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0069.png
sample_0070,Saudi_chunk_0070.wav,Saudi,7.0,337570,347240,05:37,05:47,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0070.png
sample_0071,Saudi_chunk_0071.wav,Saudi,7.0,1752130,1762460,29:12,29:22,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0071.png
sample_0072,Saudi_chunk_0072.wav,Saudi,7.0,1643050,1650650,27:23,27:30,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0072.png
sample_0073,Saudi_chunk_0073.wav,Saudi,7.0,1037650,1045220,17:17,17:25,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0073.png
sample_0074,Saudi_chunk_0074.wav,Saudi,7.0,856810,868220,14:16,14:28,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0074.png
sample_0075,Saudi_chunk_0075.wav,Saudi,7.0,644350,651740,10:44,10:51,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0075.png
sample_0076,Saudi_chunk_0076.wav,Saudi,7.0,894970,903530,14:54,15:03,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0076.png
sample_0077,Saudi_chunk_0077.wav,Saudi,7.0,538540,547010,08:58,09:07,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0077.png
sample_0078,Saudi_chunk_0078.wav,Saudi,7.0,979840,989870,16:19,16:29,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0078.png
sample_0079,Saudi_chunk_0079.wav,Saudi,7.0,1457830,1467260,24:17,24:27,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0079.png
sample_0080,Saudi_chunk_0080.wav,Saudi,7.0,1261420,1271180,21:01,21:11,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0080.png
sample_0081,Saudi_chunk_0081.wav,Saudi,7.0,716980,730070,11:56,12:10,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0081.png
sample_0082,Saudi_chunk_0082.wav,Saudi,7.0,428680,440660,07:08,07:20,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0082.png
sample_0083,Saudi_chunk_0083.wav,Saudi,7.0,1737400,1745750,28:57,29:05,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0083.png
sample_0084,Saudi_chunk_0084.wav,Saudi,7.0,1181860,1190690,19:41,19:50,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0084.png
sample_0085,Saudi_chunk_0085.wav,Saudi,7.0,230440,245300,03:50,04:05,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0085.png
sample_0086,Saudi_chunk_0086.wav,Saudi,7.0,1146880,1155380,19:06,19:15,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0086.png
sample_0087,Saudi_chunk_0087.wav,Saudi,7.0,1104880,1113050,18:24,18:33,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0087.png
sample_0088,Saudi_chunk_0088.wav,Saudi,7.0,1267660,1279550,21:07,21:19,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0088.png
sample_0089,Saudi_chunk_0089.wav,Saudi,7.0,365350,373940,06:05,06:13,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0089.png
sample_0090,Saudi_chunk_0090.wav,Saudi,7.0,1649980,1657400,27:29,27:37,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0090.png
sample_0091,Saudi_chunk_0091.wav,Saudi,7.0,208540,217910,03:28,03:37,multiple,test,./Dataset/Saudi/test/mel/Saudi_chunk_0091.png
sample_0092,Saudi_chunk_0092.wav,Saudi,7.0,171460,179930,02:51,02:59,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0092.png
sample_0093,Saudi_chunk_0093.wav,Saudi,7.0,261579,269780,04:21,04:29,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0093.png
sample_0094,Saudi_chunk_0094.wav,Saudi,7.0,667420,674720,11:07,11:14,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0094.png
sample_0095,Saudi_chunk_0095.wav,Saudi,7.0,786040,795380,13:06,13:15,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0095.png
sample_0096,Saudi_chunk_0096.wav,Saudi,7.0,501550,513860,08:21,08:33,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0096.png
sample_0097,Saudi_chunk_0097.wav,Saudi,7.0,1158640,1166060,19:18,19:26,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0097.png
sample_0098,Saudi_chunk_0098.wav,Saudi,7.0,1390000,1399100,23:10,23:19,multiple,val,./Dataset/Saudi/val/mel/Saudi_chunk_0098.png
sample_0099,Saudi_chunk_0099.wav,Saudi,7.0,1047099,1055390,17:27,17:35,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0099.png
sample_0100,Saudi_chunk_0100.wav,Saudi,7.0,400090,409910,06:40,06:49,multiple,train,./Dataset/Saudi/train/mel/Saudi_chunk_0100.png
